ID,text,label,score
373,"dacc is opening a food pantry today, wednesday, february 15, 2023",POSITIVE,0.94596266746521
378,los bancã³ de comida debe ser para todos,NEGATIVE,0.9648059010505676
379,offer higher wages.,POSITIVE,0.6056733131408691
380,"they have made active strides to provide for students. with the limited funding they receive from the state, it is hard to serve students and staff what they need. with grant assistance from the state, we could help solve food insecurity in rural areas such as this.",NEGATIVE,0.9915165901184082
390,they are doing a great job.,POSITIVE,0.9998785257339478
391,na,N/A,0.0
397,provide affordable snacks or food on campus,POSITIVE,0.9990124702453613
400,provide housing on a sliding scale. provide free meals for those with low incomes.,POSITIVE,0.9622089862823486
403,give more access to food,POSITIVE,0.9967239499092102
404,they should find programs that is not a loan or use the term loan. it drives people away and misleading when some of the program are free without payback.,NEGATIVE,0.9989217519760132
406,do more events that display/share the resources available,POSITIVE,0.9401038885116577
410,"i think they are doing a great job. probably offer healthier foods at the snack bar, but besides it's great!",POSITIVE,0.9997255206108093
411,support a food vendor with consistent hours of operation and in a way that food prices are relatively inexpensive and with at least some healthy options.,POSITIVE,0.9995288848876953
412,i think my college offers a lot of resources to students and their families. they could offer more healthy food options on campus.,POSITIVE,0.8160179257392883
417,"i am not really sure there would be anything a college could do to help, i mean other then share resources from the community that could help such as snap, or food bank",NEGATIVE,0.9980074763298035
422,not sure,NEGATIVE,0.9996809959411621
425,expand on its new food pantry,POSITIVE,0.9983830451965332
445,"our campus should provide on-campus housing for students. in addition, there should be daycare service and an on-campus food pantry.",POSITIVE,0.6827704310417175
455,we've received several grants to address this and we are doing exceptional!,POSITIVE,0.999879002571106
458,"pay living wages, lower food prices on campus, offer more choices.",POSITIVE,0.7715961337089539
459,"provide safe & clean dorms for college students, as well as more work-study positions to ""help students help themselves"".",POSITIVE,0.9804410934448242
473,students appreciate the food pantry and emergency bags but i believe affordable meals on the south county campuses would benefit students more than vending machines. most of our students are on a drop off basis so they are not able to drive into town to purchase actual meals for lunch.,NEGATIVE,0.648484468460083
496,opened a food pantry!,POSITIVE,0.9978981018066406
503,they are doing well,POSITIVE,0.999849796295166
504,nothing because i am perceived as someone who shouldn't have these problems.,NEGATIVE,0.9081534743309021
513,i am unsure since i am not facing this situation at the moment.,NEGATIVE,0.9619653224945068
517,cnm does a food pantry. expanding and increasing how often it offers food as well as the types of food couldn't hurt.,POSITIVE,0.998665452003479
521,"food desert studies
food trucks
agriculture projects
by in security it's short lived it was because of a natural disaster and unaccounted for event. but the things i hear from my students give me nightmares ab one student on the hopi reservation in 2021 who called me to tell me what the variety of fresh vegetables they had they went into a gas station which is the closest place to buy food by hours to where this person lives and they took a picture of what they showed me was really disgusting looking bell peppers and onions some garlic and some potatoes. that's all they had on the shelf. and i mean it wasn't even as much as what i would put in my refrigerator for my family of 4 for 2 or 3 days and that was all they had access to after traveling for hours. i'll never get over the things i heard during a pandemic from my students i'll never forget them telling me on easten that they didn't have baby formula or diapers had to drive hours and hours it's kind of sneakout and go camp near grocery stores so that they could hit up all the grocery stores they could to get as much of the stuff that they could to bring it back to the reservation. i'll never forget when my student who had 4 kids of their own and the their sister commit suicide and so she's not getting all of her kids so instantly she has 7 kids and it's the pandemic and she couldn't get formula i mean 3 of the 7 kids were under 2. i only want to be concerned with this teaching people i don't have to be thinking about if they have diapers and far below food for their kids. that's why during 2020 i grew a lot of vegetables between the rows of my hip and i don't need those vegetables to local shelters homeless shelters and i trucked some out to the nation. the conditions of boys benefit or miss from a students there's food deserts there's inequity in food lake at a level that is unpalatable for any caring human being. that's why i think we should have food trucks and it should be fresh fruits and fresh vegetables and we should have agricultural projects where we teach people to grow fruits of vegetables. and to help farmers distribute their product and to have more diversity in what they have and give them places for their produce to be sold directly.",NEGATIVE,0.9979896545410156
522,"pay me according to my worth and education or provide me full time employment that pays a livable wage, so individuals are able to pay their rent, bills have food rather than struggling paycheck to paycheck. either way employers do not care about their employees only their profits, while everyone in a directors position is living comfortably, their subordinates are literally fighting for their lives and they dont care. so yes, being paid a livable wage can help everyone not just me",NEGATIVE,0.9973010420799255
562,"we do have a food bank, we would benefit from having a reliable source of funding to stock it better",NEGATIVE,0.9972892999649048
571,provide healthy and inexpensive food options/choices,POSITIVE,0.9997274279594421
577,respect,POSITIVE,0.9997342228889465
581,dacc is doing a lot through food giveaways. i feel like the college is doing a good job.,POSITIVE,0.9997307658195496
584,more food banks drives,NEGATIVE,0.7397266030311584
589,"if the school could apply for a grant or figure out some way to provide quality housing to students and even temporary housing for new faculty it would be a great benefit to the school. also, if there is a way to develop a cafeteria plan for students that is tied in with their tuition, students could have access to food security during their time at mesalands. faculty & staff could also benefit if they chose to.",NEGATIVE,0.9766049981117249
608,provide stipends for the cost of living expenses,POSITIVE,0.6435478925704956
627,"increase pay for it's employees, vouchers for students",POSITIVE,0.978296160697937
647,provide nutritious low cost meals on campus,N/A,0.5759734511375427
653,build more high density on campus student housing,POSITIVE,0.9897139072418213
674,keep open pantry,POSITIVE,0.9912276864051819
693,i really don't know. it seems asking for free stuff just makes for people to take advantage that causes those that really need it to go without. someone has to pay for the freebies. but it seems the usual recipients are the scammers,NEGATIVE,0.9972917437553406
706,"i think it would be helpful for the college to provide information that would empower students (how to deal with landlord issues, how leases work, what their rights are as renters or homeowners). i often find myself talking to students about their living situations.",POSITIVE,0.9384815692901611
707,i see my students struggle with food and housing insecurity. unm should have more frequent and more locations for food pantry. our dept. is organizing a food pantry with in our dept. for our undergrads and grads. it will be supplied by faculty.,NEGATIVE,0.9758999943733215
718,they could find a better company to purchase food from for the cafeteria.,NEGATIVE,0.9996669292449951
723,apilar con comida en buenas condiciones que no estã© caducada y sea comida fresca y saludable y apilar con vivienda a los que viven fuera en la calle siempre y cuando quieran superarse,NEGATIVE,0.9686615467071533
737,i don't know because i do not have a presence on campus and almost never meet my colleagues or students face-to-face.,NEGATIVE,0.9987938404083252
744,make it more available and cheaper,POSITIVE,0.9991142153739929
748,by continuing to advertise the food pantry service and raise awareness.,POSITIVE,0.9914892911911011
754,please increase salary for adjunct faculty.,POSITIVE,0.9962367415428162
755,just continue to promote & share what is available.,POSITIVE,0.9997777342796326
788,more money provided to students to purchase food,NEGATIVE,0.9476094841957092
813,provide free food to students,POSITIVE,0.9985201954841614
819,they  have a food pantry.,POSITIVE,0.8549948930740356
828,i have no ideas.,NEGATIVE,0.999679684638977
837,nothing at all. everything is going well.,POSITIVE,0.9992383718490601
852,college doing a good job.,POSITIVE,0.9997437596321106
869,el compartir subsidios economicos ayuda un poco.,NEGATIVE,0.9455077648162842
882,when i went to college room and board was taken out of financial aide i thought that was good thing,POSITIVE,0.9977808594703674
888,"raise wages. across the board. living wages for grad students, research students, and post docs. higher wages for all staff. lower insurance costs. lower tuition costs. lower student housing costs. stop catering to ""business models"" and start treating the school as a public service.",NEGATIVE,0.997099757194519
891,increase salaries,POSITIVE,0.9970314502716064
895,"create cooperatives, stop trying to have universities be like businesses and truly serve. original mission rather than the corporate university.",POSITIVE,0.9875280261039734
904,food banks helping me. takes a month to get paid as new employees.,NEGATIVE,0.9990874528884888
923,nothing for me.,NEGATIVE,0.9995254278182983
937,not sure.,NEGATIVE,0.9996936321258545
942,lower tuition,NEGATIVE,0.9929423332214355
945,"food pantry; meals on site for students and staff, i.e. box lunches",POSITIVE,0.9734252691268921
954,they could pay us better instead of giving the raises to executive administration. they could provide better housing for faculty and staff as well as students.,NEGATIVE,0.999163031578064
955,"offer more options for food.  but, due to the lack of service in the area, that is difficult.",NEGATIVE,0.9991590976715088
957,stop spending money on ridiculous projects and paying worthless people crazy huge wages.,NEGATIVE,0.9994763731956482
965,offer a more varied menu other than fast food that is reasonably priced. vending machines that offer a better choice than chips/cookies (over $1.30+_.,NEGATIVE,0.9730823040008545
973,more open hours at the cafeteria. housing inquiries can have faster response rate from the university.,NEGATIVE,0.9875776767730713
977,"continue to support the food pantry, and continue conversations that pertain to these issues.",POSITIVE,0.9988523721694946
979,"stronger partnerships with food pantry, working harder to be a strong voice countering the often older community that fears the local homeless shelter,  their work, and the homeless population.",POSITIVE,0.9984830021858215
980,make it possible to point out those students who are financially cahllenged and offer them fre lunch or lower the price for all.,POSITIVE,0.9893454909324646
983,lessen restrictions on campus food pantry use,NEGATIVE,0.9767018556594849
988,offer healthier food choices,POSITIVE,0.9992982149124146
989,"i think that with several new grant, nmhu has done a great job of keeping the food pantry and making food option available especially for students",POSITIVE,0.9989897608757019
990,"stop paying admins hundreds of dollars for jobs they barely do, partner with the city stakeholders to make the city (las vegas, nm) more attractive to prospective professors and students to come and stay (e.g. more housing, public transportation), offer a program that allows you to report people for bullying.",NEGATIVE,0.9683852195739746
996,re-open cafeteria.,NEGATIVE,0.9891172051429749
1008,"allow us to control how much we contribute to out retirement. i canâ€™t afford to give 10% of my paycheck at this time. offer an affordable plan for meals at the dining hall for staff. increase our department budget so we can hire more staff that will support our needs (including drivers, facilities management in athletics, admin staff or gas). allow athletics to hire student workers as needed. we are working off a budget of $40k per year to staff our home events and any other needs. i work every home event and often donâ€™t have a day off. i would have time for my masters degree and the ability to pay my rent if these things happened.",NEGATIVE,0.9871999025344849
1013,we have empty spaces on my campus that simply go empty every day and night...surely there must be away to use these assets in the community,NEGATIVE,0.9996010661125183
1014,provide adult education students with more information on resources that could help them deal with the various financial issues.,POSITIVE,0.9648390412330627
1021,food services on campus. safe housing.,POSITIVE,0.9968865513801575
1029,help provide funding for these issues.,POSITIVE,0.942854642868042
1030,provide a better stocked pantry and make it more accessible to students.,POSITIVE,0.7683889865875244
1041,help with housing for staff,N/A,0.5173784494400024
1057,lower the price of food for college students,NEGATIVE,0.999580442905426
1059,free food events - hotdogs/nachos/etc so that it does not appear that it would be my only meal for the day,NEGATIVE,0.9988693594932556
1060,reopen the eatery to offer on campus food options.,POSITIVE,0.9975395202636719
1076,better options and affordable.,POSITIVE,0.9996438026428223
1078,provide more food programs,POSITIVE,0.9915573596954346
1093,provide housing on campus,POSITIVE,0.9969634413719177
1097,yearly cost of living increase,POSITIVE,0.9991993308067322
1099,a food pantry,POSITIVE,0.9664841890335083
1102,we are working hard in this.,N/A,0.5546481609344482
1105,pay liveable wages to all the employees.,POSITIVE,0.6450044512748718
1109,have a healthy dining option on campus,POSITIVE,0.99962317943573
1113,continue to grow food pantry,POSITIVE,0.9970300197601318
1114,the highlands satellites could have more prominent signs for food banks and other resources.,NEGATIVE,0.9960298538208008
1126,"our campus has introduced a food pantry and community garden which is a start. i think getting a new vendor in the snack bar that can provide healthy and also affordably priced meals throughout the entire day, would be helpful too.",POSITIVE,0.9927345514297485
1128,"i am really proud of our campus' recent food security initiative in launching the campus cabinet food bank for current and prospective students. i would like to see the campus cabinet grow to increase capacity with food pick ups and include basic hygiene and household items such as shampoo, soap, deodorant, detergents, etc. i would also like to see our campus address our lack of on-campus housing. since we are a community college in a small city serving primarily non-traditional students, i don't know that dorms would be feasible, but i would like to see us partner with local housing programs to provide subsidized housing for students or perhaps launch a roommate-finding program to help students reduce housing costs.",POSITIVE,0.9984753727912903
1141,cheaper food options,POSITIVE,0.9992362260818481
1154,provide an affordable food services provider. this is not for a lack of trying.,POSITIVE,0.9921912550926208
1165,"a food bank, knowledge of food resources in local communities for referrals.",POSITIVE,0.9952030181884766
1167,provide a food panty on campus and offer emergency money for food based on household size. income should not be considered as everyone deserves to have access to food if needed.,NEGATIVE,0.9899114966392517
1174,pay adjuncts a reasonable wage,NEGATIVE,0.676857054233551
1177,perhaps increase wages? the payscale change was great but not retroactive,NEGATIVE,0.9807606935501099
1188,raise salaries to meet inflation and pay a living wage,POSITIVE,0.6921863555908203
1194,free food or lower priced for the students,NEGATIVE,0.9120993614196777
1214,continue providing resources,POSITIVE,0.9994903802871704
1222,i don't know,NEGATIVE,0.9974709749221802
1226,"they could pay us a living wage. after taxes, i make about 12 dollars an hour... again, my position requires years of experience and a masters degree.",NEGATIVE,0.9934697151184082
1231,give cost of living increases.,POSITIVE,0.9972854852676392
1237,"my students often report they have poor access to reliable transportation. i know the college has some funding for these emergencies, but the need is greater, i think, than what's available, and there is limited awareness of assistive funds among my students.",NEGATIVE,0.9965234398841858
1251,we have a cupboard and fruit and other food is made available free of charge on campus.,POSITIVE,0.9655535817146301
1287,i think the problems extend to society beyond the university.,POSITIVE,0.9796608686447144
1288,"there is a serious housing shortage in town. the university has dorms for students and does make dorm rooms available to faculty and staff, but having a housing specialist to help people locate available housing and/or having university housing available for faculty/staff to buy or rent would make it possible for more people to work at the university. people routinely turn down job opportunities because they cannot find nearby housing.",NEGATIVE,0.9973394274711609
1292,"provide emergency housing and financial assistance; organize better access to free and low-cost food options; subsidize housing and food for students, staff, and faculty in-need; train and teach healthy nutrition along with financial, legal, and mental wellness.  also, provide research and advocacy in all of these areas.",POSITIVE,0.9961881041526794
1293,there could be free food boxes where people can donate food and also take it.,NEGATIVE,0.9885318279266357
1295,make sure that students don't come to the class hungry.,POSITIVE,0.869438886642456
1298,"we could get funding to reopen our school cafeteria (or 'cafe') which could or should provide lower cost and nutritious food for our students primarily, but with an option for a bit higher cost/same quality for faculty & staff.",NEGATIVE,0.9975475668907166
1310,they do what they can.,POSITIVE,0.999422550201416
1312,nothing,NEGATIVE,0.9992395639419556
1315,give their full time staff livable wages.,NEGATIVE,0.991324782371521
1320,food options on campus should be a requirement! vending machines and water sources need to be maintained,NEGATIVE,0.991215705871582
1321,institute community gardens all over campuses. there are many spaces on campuses and within the cities that are wasted or not in use that could be converted to community gardens where people can grow and share food.,NEGATIVE,0.9902468919754028
1332,our college could offer emergency funds to students that need housing or food support.,NEGATIVE,0.9916702508926392
1334,do food pantry more than once a month,NEGATIVE,0.6340226531028748
1339,"expand housing and staff to accommodate more/ part time students, and even faculty and staff. more healthy food options in the bookstore.",POSITIVE,0.9987867474555969
1342,ditch fast food partners and heavily subsidize healthy food or quality local food vendors on campus. subsidize a healthy grocery coop on campus for produce and make prices affordable for students.,NEGATIVE,0.9369899034500122
1357,unm-gallup could establish a food pantry on campus; could offer financial aid for students to pay for food or housing; could establish food services that are more geared towards students beyond dual-enrolled high school students.,NEGATIVE,0.9853277802467346
1362,"provide affordable housing for staff, faculty, transitional alumni",POSITIVE,0.9984779953956604
1367,"nmjc and state of nm could buy the vacant (lea regional hospital) building near campus. turn the property into low income housing or dorms, allow cafeteria access to residents.",NEGATIVE,0.997434675693512
1374,a raise to the adjunct pay would be nice.,NEGATIVE,0.9904813170433044
1377,"setup monetary fund to assist those students, staff or faculty that are in need of these services. also, have campaigns to get food donations/toiletries, etc.",NEGATIVE,0.9403662085533142
1379,food for students at the college,POSITIVE,0.9989606142044067
1380,na,N/A,0.0
1384,have permanent pantries at satellite campuses,POSITIVE,0.9551016092300415
1396,offer more pay for adjuncts. offer free meals on campus for adjuncts.,NEGATIVE,0.9624688625335693
1413,offer meal plans to employees/ part time students.,POSITIVE,0.9891360998153687
1422,increase pay,POSITIVE,0.9966950416564941
1423,on campus options for food.,POSITIVE,0.9957640171051025
1427,i am very pleased with my institutionâ€™s efforts.,POSITIVE,0.9997723698616028
1433,help these kids and your staff,POSITIVE,0.9915314316749573
1435,make healthy food more available for students,POSITIVE,0.9974900484085083
1441,pay more,NEGATIVE,0.7239347100257874
1446,"provide staff housing and healthy, affordable food options",POSITIVE,0.9996417760848999
1453,possibly provide meals during training sessions.,NEGATIVE,0.646430253982544
1456,provide affordable meal options.,POSITIVE,0.9996888637542725
1477,"ask for budget increase or seek additional funding to be able to increase salaries, that match the high cost of living in this area.",NEGATIVE,0.9975258708000183
1495,make the price charged for food match the quality,POSITIVE,0.9440895915031433
1501,no.,NEGATIVE,0.9972889423370361
1513,increase the pay for taking extra classes,POSITIVE,0.997818112373352
1545,i'm not sure what else luna could do.,NEGATIVE,0.999447762966156
1565,provide resources including food on campus,POSITIVE,0.999256432056427
1568,lower cost meals,NEGATIVE,0.9594550728797913
1574,provide more food cards to employees who are also struggling not only students. or gas cards.,NEGATIVE,0.9328479170799255
1603,raise salaries for faculty,POSITIVE,0.9918953776359558
1623,improve student housing. purchase nearby homes and apartments for student off campus living.,POSITIVE,0.9968294501304626
1634,have a grant to be able to purchase food and to feed everyone on campus and their families.,POSITIVE,0.9939671754837036
1682,there are both university and community support. i think the university could do even more in connecting folks with the supports that are already in place. like is the university aware that there is a mobile food pantry the second friday of every month? do they refer folks to it. and where they find someone falling through the cracks they could and should develop or expand a program to catch them.,NEGATIVE,0.9957564473152161
1737,"be more open to diversity when hiring and paying employees and giving that extension to students who may become employees. i have applied to internal jobs for which i am qualified (or very slightly under qualified). there is a clear bias (gender, personality, ability to manipulate) in who is hired. 
diversity when paying, i have more qualifications, experience, and oversee more projects than anyone however the degree is what determines the pay (i cannot afford to pursue a new degree even if it benefits the college). i can get work dones (when my mind is clear) 2-4 times faster, yet get payed per hour at the same rate. my tasks are complete and i get payed for 1 hour when someone else gets paid for 3 just cause it took them longer. 25% of my pay goes to taxes and more if i had insurance through them. take home pay is 12 dollars and 13 dollars for many full time workers. 
i do not want free housing (i like my house i just need to afford it). we do not free food ( i see too much free food get thrown away. we need reasonable pay for living and buying what we need. when we pay for it, we endear it. (i am told the benefits outweigh the pay) the benefits are restricted and mean nothing if i cannot live in peace. 
as far as students, go if this continues, what hope do they have but to fall into the same net. they might have free food items today but do they know how to cook with what is free? do they have the appliance, the cooking place, the utilities, the secure home?",NEGATIVE,0.9896183609962463
1776,literally anything. paying staff at least the cost of living in the town the work in. not having garbage insurance. not running programs on the backs of exploited part-time staff and adjuncts. it's a joke.,NEGATIVE,0.983705997467041
1929,there are student dormitories and food storage bins,NEGATIVE,0.9675187468528748
1978,it be a great idea to let faculty  go to college food pantry and get help .  there are .any services for students but it be great to involve faculty as well. many never say they struggle. when they are struggling.,POSITIVE,0.9984172582626343
2056,the campus could provide a place for students or staff to get lunch or snacks between classes for students as there is no available option.,NEGATIVE,0.9985871315002441
2122,"require students to attend training in personal finance, find funding sources to support lower cost housing and meal plans, offer more healthy food options, and create more internship opportunities so that students graduate with professional work experience.",POSITIVE,0.861327052116394
2137,would be nice to have a cafe or food available for students,POSITIVE,0.6559039354324341
2156,more easy access options for students that donâ€™t require them to look for or apply for resources.,NEGATIVE,0.9654718041419983
2167,help not only students but staff,POSITIVE,0.99644535779953
2209,"as faculty with low salary, campus can provide me free housing",NEGATIVE,0.9717994928359985
2215,healthy food,POSITIVE,0.999847412109375
2226,i don't know,NEGATIVE,0.9974709749221802
2260,there will be an employee allowance,NEGATIVE,0.8960366249084473
2266,ask for assistance from outside to help solve food and safety problems.,NEGATIVE,0.9867532253265381
2321,making more services available and known to students,POSITIVE,0.9981684684753418
2330,no,N/A,0.0
2342,dorms,NEGATIVE,0.7349799871444702
2370,"offer a full time food pantry to everyone, not just students.",POSITIVE,0.9890146851539612
2375,more food pantry donations that are advertised instead of once a year advertisement.,NEGATIVE,0.987770676612854
2392,have a cafeteria!!!,POSITIVE,0.9932157397270203
2394,i never gave it much thought.,NEGATIVE,0.9978474378585815
2397,i worry for the students (off campus),NEGATIVE,0.9973891377449036
2400,simple food box purchases. a pre-made box with food for a reasonable price.,NEGATIVE,0.9586707949638367
2403,higher pay,POSITIVE,0.9970376491546631
2404,this is tough but a big grant to have them purchase more food would be great and a price reduce.,NEGATIVE,0.9976416826248169
2406,"due to the meals on wheels grant, i would say we're in a good place.",POSITIVE,0.9998685121536255
2408,"our campus could provide food, whether it's free or low cost. our campus does have a food pantry, but it is only available twice per month and requires an nmsu id number. some students have said they are more comfortable with a pantry that does not require an id or seeing anyone at all while they grab what they need from the pantry.",NEGATIVE,0.9960122108459473
2409,"it's not right that the sandwiches & other food provided by the university are so expensive. student workers need to eat & often have difficulty accessing kitchens. for example, access services breakroom doesn't have a kitchen.",NEGATIVE,0.9992687106132507
2410,provide a discount for employees,POSITIVE,0.990145742893219
2411,none,NEGATIVE,0.985345721244812
2412,prefer not to say,NEGATIVE,0.9731554985046387
2414,"although i do not see it as the college administrator's fault, our campus really needs to identify and secure a reliable food vendor to operate our snack bar which offers accessibly priced, decent food. perhaps partnering with a local fast-food restaurant to operate a small-scale satellite location of their larger franchise in our on-campus snack bar location might work. i realize mcdonald's is not the highest quality food, but it has menu options that are nutritious, and reasonably priced. and, of course, it is popular!",POSITIVE,0.9841528534889221
2416,provide sandwich vending machines,NEGATIVE,0.8401009440422058
2422,they currently provide a food pantry and assist with housing. i feel they are on the right track to assist the students in need.,POSITIVE,0.9996362924575806
2430,work with local school district to make the meals they serve on campus accessible to other students.,POSITIVE,0.9864237904548645
2437,more availability around campus and provide information about food distribution options.,POSITIVE,0.9856364727020264
2438,not sure,NEGATIVE,0.9996809959411621
2443,provide housing to college staff/faculty who need it at the el rito campus or assist with some type of housing voucher for individuals to move into available houses/apartments.,NEGATIVE,0.7939010858535767
2448,need to have a cafeteria for students to eat at and vouchers for free food,NEGATIVE,0.9960967898368835
2452,we already have a program called avanza that makes students aware of resources for food pantries and housing issues.,POSITIVE,0.9943289160728455
2453,"have a food pantry on every campus, or at least a free food truck/pantry that visits every campus.",NEGATIVE,0.931286633014679
2457,bring cafeteria back.,POSITIVE,0.9942325949668884
2468,"have a program for housing insecurity, for example at a dorm they can work a small shift in order to stay a day or two for shelter.",NEGATIVE,0.9956252574920654
2469,college needs to provide better food options,NEGATIVE,0.9994743466377258
2503,pay staff/faculty more. inflation stinks!,NEGATIVE,0.9997684359550476
2508,encourage people to work hard and not be dependent on others or on society.  many people are just plain lazy!!!,NEGATIVE,0.9530590176582336
2509,"provide food options on campus that arenâ€™t dependent on food trucks, vending machines and a coffee shop / junk food",N/A,0.5075494647026062
2510,provide housing vouchers,NEGATIVE,0.7082173824310303
2516,more food options,POSITIVE,0.9982764720916748
2518,collect funds for those who need assistance,POSITIVE,0.9586360454559326
2520,"either utilize the culinary arts department more strongly or contract with good vendors to provide decent food.  or, open a co-op type deli.",NEGATIVE,0.9687248468399048
2523,i am fine.,POSITIVE,0.999810516834259
2524,provide more resources and work to eliminate stigma in using them. many of my students are working multiple jobs.,POSITIVE,0.9264259338378906
2530,pay raises and more affordable options for food,POSITIVE,0.9855280518531799
2532,yes they could offer food on campus,POSITIVE,0.9974023699760437
2533,"pay adjuncts a living wage.
the way adjuncts are treated as expendable is deplorable and all colleges and universities should be ashamed of themselves.
it's untenable that we hold the same credentials, degrees, and experience as our colleagues but are paid a small percentage of what our tenured colleagues are paid.
we often work just as often, just as hard as our colleagues for a fraction of the pay.
it's indecent.",NEGATIVE,0.9932270646095276
2534,"i think building an affordable place to eat on campus, as well as opening the food pantry more than once a week would help our students and staff greatly.",POSITIVE,0.9978746175765991
2535,more options on campus. increase pay for currently lower paid positions.,NEGATIVE,0.6015030741691589
2537,bring back our cafe,POSITIVE,0.9973248243331909
2545,provide vouchers to those who need it.,NEGATIVE,0.6354751586914062
2546,on campus housing,POSITIVE,0.9907271862030029
2548,there is no place to puchase food on nnmc campus,NEGATIVE,0.9996153116226196
2550,increase staff wages!,POSITIVE,0.9985871315002441
2557,have the cafeteria open longer.,NEGATIVE,0.9915950894355774
2559,n/a,N/A,0.0
2560,"educational seminars on affordable living in today's world, and greater dissemination of information and resources",POSITIVE,0.999529242515564
2565,pay appropriate wages / cost of living increases,POSITIVE,0.993902325630188
2566,low/moderate cost meal options for students and staff. actively participate in conversations regarding the lack or minimal amount of affordable safe housing in albuquerque.,NEGATIVE,0.925106942653656
2568,free food service cafeteria.,POSITIVE,0.9423586130142212
2570,affordable healthy food during school hours,POSITIVE,0.9997426867485046
2571,"raises, increase pay.",POSITIVE,0.9975714087486267
2572,fight harder for cost of living increases at legislative sessions and budget meetings,NEGATIVE,0.8252871632575989
